respond,companySize,companyName,experience,releaseDate,recruitName,companyPlace,wages,education,companyType
,公司规模：1000-9999人,东方财富信息股份有限公司,经验：1-3年,15天前,JAVA开发工程师（管培）,地点：上海-徐汇区,面议,经验：1-3年,公司性质：上市公司
,公司规模：1000-9999人,东方财富信息股份有限公司,经验：1-3年,15天前,JAVA开发工程师（数据生产部）,地点：上海,面议,公司规模：1000-9999人,公司性质：上市公司
,公司规模：1000-9999人,北京思特奇信息技术股份有限公司,经验：1-3年,15天前,大数据业务部门_Java工程师（后端）,地点：成都,6001-8000,学历：本科,公司性质：上市公司
100%,公司规模：20-99人,青岛集丽发制品有限公司,经验：1-3年,15天前,外贸B2C网站优化/外贸SEO,地点：青岛-李沧区,8001-10000,学历：不限,公司性质：民营
,公司规模：20-99人,合肥乐维信息技术有限公司,经验：1-3年,15天前,"软件售后技术支持,要求计算机专业,互联网行业",地点：合肥,2001-4000,学历：大专,公司性质：民营
,公司规模：20-99人,北京国信宏数科技有限责任公司,经验：1-3年,15天前,Java中级软件工程师,地点：北京,10001-15000,学历：本科,公司性质：合资
,公司规模：100-499人,福建金一世环投资发展有限公司,经验：无经验,15天前,金融数据分析助理,地点：福州-仓山区,2001-4000,学历：不限,公司性质：民营
75%,公司规模：500-999人,福建纵腾网络有限公司,经验：无经验,15天前,算法工程师,地点：福州,6000-12000,学历：不限,公司性质：民营
,公司规模：1000-9999人,南京途牛科技有限公司 ,经验：无经验,15天前,C#软件工程师,地点：南京,18000-25000,学历：本科,公司性质：民营
,公司规模：20-99人,袋鼠(大连)人力资源有限公司,经验：3-5年,15天前,菲律宾C#工程师,地点：深圳,15001-20000,学历：大专,公司性质：民营
,公司规模：20-99人,袋鼠(大连)人力资源有限公司,经验：3-5年,15天前,菲律宾C#工程师,地点：广州,15001-20000,学历：大专,公司性质：民营
,公司规模：100-499人,成都微智金融信息服务有限公司,经验：3-5年,15天前,数据挖掘工程师,地点：成都,8000-14000,学历：本科,公司性质：民营
,公司规模：1000-9999人,亚马逊中国,经验：3-5年,15天前,类目专家/Classification Specialist-Globle Browse Team,地点：北京,面议,经验：3-5年,公司性质：外商独资
,公司规模：20-99人,临沂亚昌护栏有限公司,经验：3-5年,15天前,店铺推手 网络推广,地点：临沂,4000-6000,学历：不限,公司性质：民营
,公司规模：100-499人,上海乾生乾金融信息服务有限公司,经验：1-3年,15天前,数据挖掘,地点：上海,10000-20000,学历：硕士,公司性质：其它
100%,公司规模：100-499人,河南银谷时空网络科技有限公司,经验：1-3年,15天前,大数据开发/Python软件开发【零基础 带薪年假】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：股份制企业
,公司规模：100-499人,上海鱼耀金融信息服务有限公司,经验：1-3年,15天前,高级SEO,地点：上海,15001-20000,学历：大专,公司性质：民营
,公司规模：1000-9999人,北京思特奇信息技术股份有限公司,经验：3-5年,15天前,大数据业务部门_Hadoop高级工程师,地点：广州,10000-20000,学历：本科,公司性质：上市公司
,公司规模：100-499人,杭州施强教育科技有限公司,经验：5-10年,15天前,数据抓取工程师,地点：杭州-滨江区,13000-22000,学历：大专,公司性质：外商独资
,公司规模：100-499人,深圳市泽宝电子商务股份有限公司,经验：5-10年,15天前,高级线上系统运维工程师,地点：深圳,15000-25000,学历：本科,公司性质：民营
55%,公司规模：20-99人,武汉乐薇电子商务有限公司,经验：5-10年,15天前,搜索引擎优化SEO工程师,地点：武汉-洪山区,4000-6000,学历：大专,公司性质：民营
,公司规模：20-99人,安徽智迈科技股份有限公司,经验：3-5年,15天前,PHP高级开发工程师,地点：合肥,10001-15000,学历：不限,公司性质：民营
,公司规模：1000-9999人,华图教育集团,经验：1-3年,15天前,SEO,地点：北京,8001-10000,学历：本科,公司性质：民营
,公司规模：100-499人,翔傲信息科技(上海)有限公司,经验：5-10年,15天前,Python高级开发工程师(产品开发),地点：上海,15001-20000,学历：大专,公司性质：外商独资
,公司规模：10000人以上,中国软件与技术服务股份有限公司,经验：5-10年,15天前,系统架构师(技术经理架构师),地点：沈阳,8000-13000,学历：不限,公司性质：上市公司
,公司规模：20-99人,汇投（北京）金融信息服务有限公司,经验：3-5年,15天前,系统运维工程师,地点：北京,6000-10000,学历：大专,公司性质：股份制企业
,公司规模：500-999人,联动优势科技有限公司,经验：3-5年,15天前,hadoop高级工程师(000509),地点：北京,15001-20000,学历：本科,公司性质：股份制企业
,公司规模：1000-9999人,江泰保险经纪股份有限公司,经验：1-3年,15天前,.NET高级工程师,地点：北京-海淀区,10001-15000,学历：大专,公司性质：股份制企业
,公司规模：100-499人,西安搏优培训中心,经验：1-3年,15天前,新媒体内容主编,地点：西安,4001-6000,学历：不限,公司性质：民营
100%,公司规模：100-499人,河南银谷时空网络科技有限公司,经验：1-3年,15天前,【可无经验 带薪】Python大数据/软件开发,地点：郑州-金水区,6001-8000,学历：大专,公司性质：股份制企业
90%,公司规模：20-99人,晋远投资集团（深圳）有限公司,经验：1-3年,15天前,网络推广专员,地点：深圳,5000-8000,学历：本科,公司性质：民营
,,,,,,,,,
100%,公司规模：20-99人,杭州介子网络有限公司,,15天前,技术总监,地点：杭州,30001-50000,学历：不限,公司性质：民营
,公司规模：100-499人,上海蓬景数字营销策划有限公司北京分公司,经验：5-10年,15天前,高级C++研发工程师,地点：北京,20001-30000,学历：本科,公司性质：民营
,公司规模：100-499人,杭州筑龙信息技术股份有限公司,经验：1-3年,15天前,Python软件开发工程师,地点：杭州-滨江区,15001-20000,学历：大专,公司性质：民营
,公司规模：100-499人,北京新学道教育科技有限公司,经验：3-5年,15天前,算法工程师,地点：北京-朝阳区,10000-20000,学历：本科,公司性质：民营
100%,公司规模：20-99人,郑州埃文计算机科技有限公司,经验：3-5年,15天前,软件研发工程师（C/C++/Python）,地点：郑州,5000-10000,学历：不限,公司性质：民营
59%,公司规模：20-99人,山东晟智信息技术有限公司,经验：3-5年,15天前,软件工程师(python程序员),地点：济南-市中区,6001-8000,学历：大专,公司性质：民营
50%,公司规模：100-499人,长春同康大药房连锁股份有限公司,经验：3-5年,15天前,网络竞价,地点：长春,2001-4000,学历：不限,公司性质：股份制企业
59%,公司规模：100-499人,乐商云集(厦门)供应链有限公司,经验：3-5年,15天前,数据挖掘工程师,地点：厦门,10000-20000,学历：本科,公司性质：民营
,公司规模：100-499人,北京鹏全云电子商务有限公司,经验：1-3年,15天前,python工程师,地点：北京,13000-16000,学历：本科,公司性质：民营
,公司规模：1000-9999人,中国信义集团 ,经验：3-5年,15天前,系统开发主管,地点：上海,10000-15000,学历：大专,公司性质：外商独资
,公司规模：1000-9999人,齐鲁晚报,经验：3-5年,15天前,Python工程师,地点：济南,7500-8500,学历：本科,公司性质：事业单位
,公司规模：20-99人,厦门乐隆昌网络科技有限公司,经验：3-5年,15天前,服务端开发工程师,地点：厦门-思明区,8000-16000,学历：不限,公司性质：民营
,公司规模：20-99人,曼迪投资(北京)有限公司北京国际公关顾问分公司,经验：3-5年,15天前,后端开发工程师,地点：北京-朝阳区,4000-8000,学历：本科,公司性质：民营
100%,公司规模：100-499人,北京奇酷方舟信息技术有限公司郑州分公司,经验：3-5年,15天前,Python数据工程师【可无经验 带薪年假】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
,公司规模：1000-9999人,金诚集团,经验：3-5年,15天前,开发经理,地点：杭州-拱墅区,20001-30000,学历：不限,公司性质：合资
,公司规模：20人以下,山西百信制冷设备有限公司,经验：1-3年,15天前,SEO搜索引擎优化,地点：太原,2001-4000,学历：大专,公司性质：民营
,公司规模：500-999人,国网电子商务有限公司,经验：1-3年,15天前,搜索引擎开发工程师,地点：北京,10000-20000,学历：本科,公司性质：国企
67%,公司规模：100-499人,成都数联铭品科技有限公司,经验：1-3年,15天前,Python工程师,地点：合肥,8001-10000,学历：本科,公司性质：民营
,公司规模：20人以下,北京智诚汇志投资有限公司,经验：1-3年,15天前,python工程师,地点：北京,15001-20000,学历：本科,公司性质：民营
100%,公司规模：20-99人,深圳前海鹏元数据技术有限公司,经验：1-3年,15天前,销售专员,地点：深圳-福田区,6001-8000,学历：大专,公司性质：民营
,公司规模：1000-9999人,北京思源互联科技有限公司,经验：1-3年,15天前,搜索高级工程师(J10360),地点：北京,15000-30000,学历：本科,公司性质：民营
,公司规模：100-499人,北京艺恩世纪数据科技股份有限公司,经验：3-5年,15天前,高级.NET开发工程师,地点：北京,20001-30000,学历：不限,公司性质：股份制企业
,公司规模：100-499人,北京天空卫士网络安全技术有限公司,经验：3-5年,15天前,初/中级大数据开发工程师,地点：成都,10000-17000,学历：不限,公司性质：股份制企业
,公司规模：20-99人,北京鼎泰智源科技有限公司,经验：1-3年,15天前,数据采集/数据挖掘,地点：北京,10001-15000,学历：本科,公司性质：民营
62%,公司规模：1000-9999人,广州棒谷网络科技有限公司,经验：1-3年,15天前,Hadoop研发工程师,地点：广州-白云区,10000-16000,学历：大专,公司性质：民营
,公司规模：100-499人,金电联行（北京）信息技术有限公司,经验：3-5年,15天前,数据采集开发工程师,地点：北京-朝阳区,12000-18000,学历：本科,公司性质：合资
,公司规模：10000人以上,软通动力信息技术(集团)有限公司,经验：3-5年,15天前,数据分析师,地点：北京,15000-20000,学历：大专,公司性质：上市公司
,公司规模：20-99人,茂名绿苹果电子商务有限公司,经验：3-5年,15天前,python工程师,地点：茂名,2000-3000,学历：大专,公司性质：民营
100%,公司规模：20-99人,北京恒航医疗科技有限公司,经验：3-5年,15天前,网络推广专员2名,地点：北京-崇文区,4001-6000,学历：不限,公司性质：民营
81%,公司规模：20-99人,北京百日学通教育科技有限责任公司上海分公司,经验：3-5年,15天前,SEO/SEM网络推广专员,地点：上海,6001-8000,学历：大专,公司性质：股份制企业
