216,20%,20-99,鼎复数据科技(北京)有限公司,1-3,05-27,Java爬虫，Python爬虫亦可,北京,20001-30000,本科,民营
217,20%,20-99,北京科睿金信技术有限公司,5-10,05-27,高级爬虫工程师,北京,15000-20000,本科,民营
218,20%,10000,上海复星高科技（集团）有限公司 ,,05-27,Java实习生-爬虫方向,上海,3500-4800,本科,上市公司
219,20%,10000,上海复星高科技（集团）有限公司 ,5-10,05-27,资深爬虫工程师/爬虫项目经理,上海,18000-28000,本科,上市公司
220,100%,100-499,北京奇酷方舟信息技术有限公司,5-10,05-27,【项目提成 带薪实习】Python工程师（爬虫）,郑州,6001-8000,大专,民营
221,20%,20-99,合肥乐维信息技术有限公司,5-10,05-27,网页爬虫工程师,合肥,3000-6000,大专,民营
222,20%,20-99,合肥乐维信息技术有限公司,1-3,05-27,Python爬虫工程师,合肥,5000-8000,不限,民营
223,20%,20-99,浙江至讯科技有限公司,5-10,05-27,工程师,杭州,15000-25000,本科,民营
224,20%,1000-9999,京东金融 ,5-10,05-27,工程师(021627),北京,面议,,外商独资
225,100%,100-499,北京奇酷方舟信息技术有限公司,5-10,05-27,工程师Python/数据采集工程师【实习 带薪】,郑州,6001-8000,大专,民营
226,20%,20,华瑞新智科技(北京)有限公司,1-3,05-27,数据采集爬虫工程师,北京,15001-20000,本科,民营
227,20%,100-499,龙信数据(北京)有限公司,3-5,05-27,高级爬虫系统开发工程师,北京,10001-15000,大专,民营
228,20%,100-499,北京媒立方传媒科技有限公司,1-3,05-27,工程师,北京,8001-10000,大专,民营
229,20%,1000-9999,北京荣之联科技股份有限公司,1-3,05-27,工程师,北京,10000-20000,本科,上市公司
230,100%,100-499,湖南网优信息技术有限公司,1-3,05-27,/采集工程师高薪+五险一金,长沙,6001-8000,大专,上市公司
231,20%,100-499,北京万朝科技有限公司,3-5,05-27,高级java爬虫工程师,北京,15000-25000,大专,民营
232,20%,10000,湖南新环境房地产经纪连锁有限公司四分公司,3-5,05-27,总部诚聘中、高级Java爬虫工程师,长沙,8000-10000,本科,民营
233,20%,1000-9999,Michael Page,3-5,05-27,高级爬虫工程师,广州,面议,,外商独资
234,20%,20-99,上海门迪智能科技有限公司,1-3,05-27,工程师（人工智能机器学习Spark/Hadoop 推荐算法 智能推荐）,上海,6000-12000,本科,民营
235,20%,20-99,北京弗求数码科技有限公司,1-3,05-27,python爬虫工程师,成都,4001-6000,本科,民营
236,20%,20-99,山东晟智信息技术有限公司,1-3,05-27,大数据爬虫工程师,济南,6001-8000,本科,民营
237,83%,500-999,杭州高信资产管理有限公司,1-3,05-27,工程师,杭州,10001-15000,本科,民营
238,82%,1000-9999,沣沅弘(北京)控股集团有限公司,1-3,05-27,工程师,上海,20001-30000,本科,民营
239,88%,20-99,唐山市速锦网络科技有限公司,1-3,05-27,Python爬虫工程师 /数据采集工程师,上海,10001-15000,不限,民营
240,20%,100-499,上海易所试网络信息技术股份有限公司,1-3,05-27,工程师（JAVA）,北京,面议,,民营
241,20%,100-499,广州智干电子商务有限公司,3-5,05-27,高级开发工程师（爬虫方向）,广州,25000-30000,本科,民营
242,20%,100-499,广州智干电子商务有限公司,1-3,05-27,Java高级工程师 (爬虫开发),广州,20000-25000,本科,民营
243,20%,20-99,北京未名品尚信息技术有限公司,1-3,05-27,工程师,北京,10001-15000,本科,股份制企业
245,76%,100-499,鹏元征信有限公司,5-10,05-27,高级爬虫工程师（数据采集、大数据方向）,深圳,15000-25000,大专,民营
246,20%,20-99,坎德拉(深圳)科技创新有限公司,5-10,05-27,工程师,深圳,10000-20000,本科,民营
247,20%,20-99,深圳市爱豆网络技术有限公司,5-10,05-27,工程师,深圳,10000-20000,本科,民营
248,20%,20-99,大连火眼征信管理有限公司,5-10,05-27,架构师/高级工程师（Python方向）,北京,8000-16000,本科,民营
249,20%,20-99,上海博爵企业管理咨询有限公司,5-10,05-27,高级爬虫工程师/高级java工程师,上海,20001-30000,不限,民营
250,100%,100-499,北京奇酷方舟信息技术有限公司,5-10,05-27,Python网络爬虫工程师/助理【可无经验 绩效奖金】,郑州,6001-8000,大专,民营
251,77%,100-499,旷视科技face++,1-3,05-27,工程师(000658),北京,18000-36000,本科,民营
252,20%,20-99,蚂蚁匠人(北京)网络技术有限公司,1-3,05-27,工程师,北京,10001-15000,大专,股份制企业
253,20%,20-99,贵州国信通电子商务有限公司,1-3,05-27,python开发工程师/爬虫/数据挖掘,贵阳,6001-8000,不限,民营
254,20%,1000-9999,江苏基药推广管理有限公司,1-3,05-27,工程师,常州,6000-12000,大专,民营
255,20%,1000-9999,江苏基药推广管理有限公司,1-3,05-27,工程师,上海,6000-12000,大专,民营
256,50%,1000-9999,江苏基药推广管理有限公司,1-3,05-27,工程师,昆山,6000-12000,大专,民营
257,20%,1000-9999,江苏基药推广管理有限公司,1-3,05-27,工程师,杭州,6000-12000,大专,民营
258,20%,100-499,众智融金(北京)资产管理有限公司,5-10,05-27,Java研发工程师（有爬虫经验）,北京,20000-35000,大专,民营
259,20%,1000-9999,浙江兔巢科技有限公司,3-5,05-27,首席架构师-爬虫方向,杭州,15000-25000,大专,民营
260,20%,100-499,重庆誉存大数据科技有限公司,3-5,05-27,网络爬虫工程师,重庆,8000-15000,本科,民营
261,20%,100-499,会找房(北京)网络技术有限公司,3-5,05-27,数据爬虫工程师,北京,15000-30000,不限,民营
262,68%,20,杭州知略科技有限公司,1-3,05-27,工程师,杭州,6001-8000,大专,民营
263,20%,100-499,广州市赛酷比软件有限公司,1-3,05-27,工程师,广州,10001-15000,大专,民营
264,90%,100-499,北京优森移动互联网科技有限公司,3-5,05-27,工程师（15k-35k）,北京,20000-35000,本科,民营
265,20%,20-99,信励(上海)信息科技有限公司,3-5,05-27,工程师 Python/数据采集工程师,上海,15001-20000,大专,合资
266,20%,500-999,广州酷旅旅行社有限公司,1-3,05-27,工程师,广州,10001-15000,本科,合资
267,20%,20,南宁舆情科技有限公司,1-3,05-27,工程师,南宁,4001-6000,不限,民营
268,20%,100-499,郑州海宏环保科技有限公司,1-3,05-27,Python网络爬虫工程师,杭州,5000-7000,本科,股份制企业
269,20%,100-499,北京雏鹰大学生就业创业研究院,5-10,05-27,工程师,北京,10000-20000,本科,民营
270,75%,100-499,河南卫诚企业征信有限公司,1-3,05-27,网络爬虫分析师,郑州,6001-8000,本科,股份制企业
271,100%,20-99,杭州卫数信息科技有限公司,1-3,05-27,PHP 高级工程师（爬虫方向）,杭州,15000-20000,本科,民营
272,20%,20-99,上海驰腾资产管理有限公司,3-5,05-27,高级爬虫工程师,上海,10001-15000,本科,民营
273,20%,1000-9999,江苏基药推广管理有限公司,1-3,05-27,工程师,常州,6000-12000,大专,民营
274,60%,20-99,中策征信有限公司,1-3,05-27,搜索+爬虫开发工程师,大连,8001-10000,不限,股份制企业
275,20%,100-499,国信优易数据有限公司,1-3,05-27,工程师,北京,6000-12000,本科,股份制企业
276,100%,100-499,武汉福禄网络科技有限公司,1-3,05-27,.net高级开发工程师（爬虫） 急聘,武汉,8000-15000,大专,民营
277,20%,100-499,中科天玑数据科技股份有限公司,1-3,05-27,研发工程师（数据采集、爬虫方向）,北京,10000-20000,本科,股份制企业
278,20%,20-99,北京奋青榜科技有限公司,3-5,05-27,资深爬虫工程师（消费金融）,北京,20000-40000,本科,其它
279,20%,20-99,深圳市比一比网络科技有限公司,3-5,05-27,高级java爬虫工程师,深圳,15001-20000,不限,民营
280,20%,20-99,深圳市比一比网络科技有限公司,1-3,05-27,高级爬虫工程师,深圳,15001-20000,大专,民营
281,20%,20-99,天津易博达动力科技有限公司,1-3,05-27,软件开发工程师,天津,6000-10000,本科,民营
282,20%,500-999,信和惠民投资管理(北京)有限公司,1-3,05-27,工程师,北京,10000-20000,本科,民营
283,20%,20-99,广州名科计算机网络有限公司,1-3,05-27,python爬虫开发工程师,广州,15000-25000,本科,民营
284,20%,100-499,北京海天瑞声科技有限公司,1-3,05-27,实习生,北京,3000-4000,本科,民营
285,20%,20,北京亿寻科技有限公司,1-3,05-27,Java 爬虫工程师,北京,6001-8000,本科,其它
286,71%,500-999,北京华路时代信息技术有限公司,5-10,05-27,项目组长,北京,15000-25000,不限,民营
287,20%,500-999,深圳华海乐盈网络科技有限公司,1-3,05-27,工程师,深圳,10000-15000,不限,民营
288,20%,20-99,上海微问家信息技术有限公司,1-3,05-27,JAVA/Python爬虫开发工程师,上海,15001-20000,大专,民营
289,20%,100-499,北京中和东方资产管理有限公司,1-3,05-27,工程师,北京,15001-20000,本科,民营
290,56%,1000-9999,彩讯科技股份有限公司,1-3,05-27,开发,广州,10001-15000,不限,民营
291,20%,100-499,北京盛典云通广告有限公司,3-5,05-27,python开发工程师（爬虫方向）,北京,20001-30000,大专,民营
292,53%,1000-9999,上海泰然互联网金融信息服务有限公司,1-3,05-27,工程师,杭州,10001-15000,本科,民营
293,20%,1000-9999,纬创软件(北京)有限公司,3-5,05-27,中级Java爬虫工程师,北京,10000-14000,本科,外商独资
294,100%,100-499,杭州诗迈医药科技有限公司,1-3,05-27,数据挖掘/数据抓取/网络爬虫/.net数据开发,杭州,10001-15000,本科,外商独资
295,99%,20-99,创兴动力(北京)咨询服务有限公司,1-3,05-27,高级爬虫工程师,北京,15000-25000,不限,民营
296,96%,100-499,网智天元科技集团股份有限公司,1-3,05-27,工程师,北京,15001-20000,本科,民营
297,93%,100-499,云软中创(北京)科技有限公司,1-3,05-27,网络爬虫工程师（.net）,北京,4001-6000,不限,民营
298,91%,100-499,江苏航云数据科技有限公司,1-3,05-27,（爬虫方向）数据挖掘工程师，南邮合作，高薪,南京,70001-100000,本科,股份制企业
299,90%,20-99,苏州朗动网络科技有限公司,1-3,05-27,工程师,苏州,9000-18000,本科,民营
300,79%,20-99,共致开源(北京)信息科技有限公司,1-3,05-27,工程师,长沙,8000-12000,本科,民营
301,72%,1000-9999,拉卡拉支付股份有限公司,3-5,05-27,工程师,深圳,10000-20000,本科,民营
302,60%,500-999,北京华路时代信息技术有限公司,5-10,05-27,高级爬虫研发工程师,北京,15000-22000,不限,民营
303,59%,10000,郑州光速信息技术有限公司,5-10,05-27,Java（爬虫）开发工程师（实习助理）,郑州,3500-5000,大专,上市公司
304,54%,100-499,网智天元科技集团股份有限公司,1-3,05-27,工程师（厦门）,北京,15001-20000,本科,民营
306,20%,20-99,苏州贝尔塔数据技术有限公司,,05-27,工程师,苏州,6001-8000,本科,民营
307,20%,100-499,上海数禾信息科技有限公司,1-3,05-27,工程师,上海,10000-20000,本科,其它
308,20%,1000-9999,金蝶软件（中国）有限公司,3-5,05-27,工程师（研究院）,深圳,10001-15000,本科,上市公司
309,20%,500-999,北京国双科技有限公司 ,1-3,05-27,开发工程师（JAVA）,北京,10001-15000,本科,上市公司
310,20%,1000-9999,湖南新环境房地产经纪连锁有限公司三分公司,5-10,05-27,Java程序员，架构工程师，Java开发工程师，爬虫工程师,长沙,10001-15000,大专,民营
311,20%,100-499,网智天元科技集团股份有限公司,3-5,05-27,python开发工程师/中高级开发工程师（爬虫方向）,北京,8000-16000,本科,民营
312,20%,100-499,北京聚众微阅科技有限公司,1-3,05-27,工程师（Java/Python）,北京,10001-15000,本科,民营
313,20%,1000-9999,湖南新环境房地产经纪连锁有限公司三分公司,3-5,05-27,Java开发，架构师，软件开发工程师，爬虫工程师,长沙,10001-15000,大专,民营
314,20%,10000,同程网络科技股份有限公司,3-5,05-27,工程师,苏州,10001-15000,不限,民营
315,20%,20-99,科盛数聚(北京)科技有限公司,3-5,05-27,高级爬虫工程师,北京,6000-10000,本科,股份制企业
316,20%,10000,同程网络科技股份有限公司,3-5,05-27,数据抓取（爬虫）工程师,苏州,10001-15000,大专,民营
317,20%,20-99,上海略仕企业管理咨询有限公司,3-5,05-27,工程师,杭州,15001-20000,大专,合资
318,20%,20-99,上海英沛企业管理咨询有限公司,3-5,05-27,服务/爬虫/数据工程师(Python方向),上海,20001-30000,本科,合资
319,20%,20-99,上海融行信息技术有限公司,1-3,05-27,高级爬虫工程师,上海,12000-24000,大专,合资
320,20%,1000-9999,湖南新环境房地产经纪连锁有限公司,1-3,05-27,新环境中国总部直聘java爬虫工程师,长沙,8001-10000,本科,民营
321,20%,20-99,北京杰幂数据技术有限公司,1-3,05-27,Python爬虫工程师,北京,10000-20000,本科,民营
322,20%,20-99,成都畅联九洲科技有限公司,1-3,05-27,数据工程师（爬虫方向）,成都,10000-20000,不限,合资
323,20%,100-499,深圳市东宝信息技术有限公司东莞分公司,3-5,05-27,Python开发工程师（爬虫经验）,深圳,15001-20000,本科,民营
324,20%,100-499,深圳市东宝信息技术有限公司东莞分公司,1-3,05-27,Python开发工程师（爬虫经验）,东莞,10001-15000,本科,民营
325,20%,100-499,澜极智谷(北京)科技有限公司四川分公司,1-3,05-27,网络爬虫工程师,成都,6000-10000,大专,股份制企业
326,20%,20-99,湖南隆驰信息科技有限公司,1-3,05-27,工程师,长沙,5000-10000,本科,民营
327,20%,100-499,北京新联财通咨询有限公司,1-3,05-27,信息源编辑 网页采集(爬虫搜索),北京,4001-6000,本科,民营
328,20%,20-99,新译信息科技(北京)有限公司,3-5,05-27,高级爬虫工程师,北京,12000-17000,本科,民营
329,20%,20-99,上海睿璞企业管理咨询有限公司,3-5,05-27,工程师,上海,15001-20000,本科,民营
330,20%,20-99,广州卡宝宝互联网金融信息服务股份有限公司,3-5,05-27,工程师,广州,10000-18000,大专,上市公司
331,20%,500-999,北京同城翼龙网络科技有限公司,3-5,05-27,工程师,北京,15000-25000,本科,民营
332,20%,1000-9999,泛海控股股份有限公司,3-5,05-27,工程师,北京,15001-20000,本科,上市公司
333,20%,1000-9999,金蝶软件（中国）有限公司,1-3,05-27,工程师（研究院）,深圳,10000-12000,本科,上市公司
334,100%,100-499,北京版全家科技发展有限公司,5-10,05-27,JAVA爬虫工程师,北京,15001-20000,不限,上市公司
335,20%,20,北京思特博信息技术有限公司,3-5,05-27,工程师,北京,10001-15000,大专,国企
336,97%,100-499,深圳前海帕拓逊网络技术有限公司,1-3,05-27,python爬虫工程师,深圳,10001-15000,不限,合资
337,73%,100-499,杭州数空科技有限公司,1-3,05-27,数据爬虫工程师,杭州,6000-12000,本科,其它
338,20%,500-999,暴风影音,3-5,05-27,Python爬虫工程师,北京,1000元以下,本科,上市公司
339,20%,100-499,上海融之家金融信息服务有限公司,5-10,05-27,架构师,上海,20001-30000,本科,股份制企业
340,20%,500-999,暴风影音,3-5,05-27,服务端爬虫工程师,北京,1000元以下,本科,上市公司
341,20%,100-499,中国电信股份有限公司云计算分公司,3-5,05-27,大数据平台工程师（爬虫）,北京,13000-25000,不限,国企
342,20%,100-499,深圳市众软信息技术有限公司,3-5,05-27,python资深爬虫工程师,深圳,15001-20000,大专,股份制企业
343,20%,100-499,北京融贯互动媒体技术有限公司,3-5,05-27,高级爬虫工程师,北京,15001-20000,大专,合资
344,20%,100-499,华信永益(北京)信息技术有限公司,1-3,05-27,聘爬虫工程师,上海,10001-15000,本科,民营
